book_id,rating
52,3.5
52,1.9
52,3.2
53,4.6
53,4.5
53,4.0
53,1.5
53,3.1
53,4.7
53,2.0
53,2.1
53,2.7
53,1.1
53,3.4
53,2.7
53,4.3
53,2.7
53,4.1
53,4.0
53,3.4
54,1.1
54,2.0
54,4.8
54,2.8
54,2.6
54,1.4
54,4.4
54,4.0
54,2.7
54,2.9
54,2.7
54,2.5
54,3.6
54,1.0
54,1.8
54,1.0
54,1.3
54,1.3
55,1.0
55,3.2
55,1.3
55,1.9
55,2.3
55,1.0
55,2.0
55,2.5
55,3.2
55,2.7
55,3.7
55,4.1
55,4.1
55,1.9
55,2.8
55,4.3
55,2.0
55,3.0
56,2.9
56,2.0
56,4.7
56,1.9
56,4.2
56,1.6
56,5.0
56,2.0
56,1.4
56,2.6
56,3.7
56,4.1
57,2.6
57,4.8
57,4.2
57,2.5
57,4.6
57,1.2
57,1.1
58,4.0
58,2.7
58,2.5
58,4.1
58,1.7
58,4.1
58,1.1
58,3.9
58,4.9
58,4.5
58,4.0
58,1.7
58,1.0
58,1.6
58,5.0
58,4.7
58,3.5
59,2.8
59,2.1
59,1.5
59,2.7
59,1.5
59,3.1
59,3.2
59,4.7
59,3.0
59,2.9
59,1.6
59,2.5
59,4.9
59,2.9
60,2.7
60,1.6
60,2.7
60,3.8
60,4.1
60,2.6
60,2.3
61,1.0
61,1.0
61,2.6
61,1.3
61,2.2
61,3.5
61,1.5
61,2.0
61,1.6
61,4.1
61,2.0
61,4.2
61,1.3
61,4.0
62,2.5
62,4.3
62,2.4
62,4.0
62,4.4
62,4.0
62,1.2
63,3.5
63,2.4
63,3.9
63,4.2
63,4.8
63,4.7
63,4.4
63,3.4
63,4.1
63,2.6
63,1.8
63,1.0
63,3.9
63,2.8
63,2.0
63,4.2
63,2.1
63,2.6
63,4.3
64,4.2
64,2.5
64,3.6
64,2.5
64,4.5
64,4.6
64,2.4
64,4.4
64,4.9
65,2.9
65,4.8
65,2.4
65,3.4
65,1.3
65,3.9
65,3.5
65,3.8
65,1.1
65,2.1
65,4.3
65,2.8
65,2.9
65,3.0
65,3.0
65,2.3
65,4.7
65,2.8
66,3.0
66,1.9
66,2.7
66,4.0
66,2.3
66,2.3
66,3.7
66,1.5
66,2.9
66,1.8
67,4.9
67,2.8
67,2.4
67,1.9
67,2.5
67,2.2
67,3.3
67,4.4
67,2.2
67,1.2
67,3.2
67,3.8
67,4.2
67,2.1
67,3.7
67,3.2
67,5.0
67,4.8
67,2.3
68,4.2
68,2.6
68,2.0
68,4.3
68,2.7
68,4.9
68,4.1
68,3.0
68,2.2
68,2.5
68,4.0
68,4.1
68,1.9
68,1.7
68,2.2
68,4.9
68,3.7
68,3.9
68,3.5
68,4.8
69,1.3
69,4.1
69,3.0
69,3.7
69,4.6
69,3.7
70,2.7
70,4.1
70,4.1
70,1.7
70,5.0
70,1.6
70,2.6
70,2.8
70,1.8
70,4.7
70,3.9
70,2.6
71,1.4
71,1.5
71,3.0
71,2.0
71,2.3
71,4.5
71,1.3
71,2.5
71,2.7
71,1.4
71,2.8
72,1.6
72,1.4
72,2.1
72,4.2
72,3.2
73,4.9
73,4.8
73,4.6
73,3.8
73,2.3
73,4.9
73,2.3
73,4.2
73,1.0
73,3.0
73,4.0
73,2.3
73,1.5
73,3.2
73,3.2
73,1.9
73,1.3
74,3.7
74,2.9
74,3.6
74,4.9
74,1.7
74,3.4
74,3.2
74,2.5
74,2.0
74,3.6
74,3.6
74,2.5
74,3.0
74,1.8
74,2.8
74,3.1
74,1.8
74,4.4
74,1.3
75,3.2
75,1.2
75,2.3
75,2.1
75,4.5
75,3.4
75,4.1
75,2.5
76,4.1
76,1.7
76,1.8
76,2.3
76,3.1
76,2.3
76,4.8
76,4.4
76,1.7
76,3.6
76,3.1
77,3.6
77,3.3
77,4.8
77,1.3
77,2.4
77,2.1
77,3.1
77,2.0
77,4.4
77,1.6
77,1.4
77,1.5
77,3.3
77,1.8
77,3.5
77,1.8
77,1.0
77,1.5
77,4.2
77,1.1
78,1.7
78,3.3
78,4.1
78,1.2
78,2.9
78,3.3
78,1.9
78,1.0
78,2.4
78,4.5
78,1.3
78,2.6
78,4.9
78,2.1
79,3.5
79,1.8
79,3.6
79,1.6
79,3.3
79,1.3
79,3.0
79,2.2
79,3.7
79,1.5
79,4.1
79,3.1
79,1.6
79,3.1
79,4.3
79,2.6
79,4.3
79,3.2
79,3.6
79,2.7
80,4.3
80,1.3
80,2.1
80,3.9
80,1.2
80,4.2
80,3.6
80,1.7
80,1.5
80,3.8
80,3.6
80,1.3
80,3.7
80,4.5
80,3.0
80,2.5
80,1.2
80,3.3
80,4.8
80,3.1
81,2.4
81,3.9
81,4.3
81,4.6
81,3.6
81,2.0
81,2.0
81,2.0
81,3.7
81,1.2
81,1.6
81,2.8
81,2.1
81,3.1
81,2.7
81,1.4
81,2.0
81,4.7
81,2.9
82,1.9
82,1.4
82,1.1
82,2.8
82,3.3
82,4.7
82,2.4
82,4.9
82,3.9
82,2.0
82,2.2
82,1.7
82,4.3
82,3.3
83,3.8
83,2.6
83,1.0
83,3.8
83,4.8
84,3.1
84,2.5
84,3.0
84,1.4
84,4.4
84,2.8
84,4.9
84,3.4
84,3.0
85,4.4
85,2.6
85,4.7
85,1.8
85,1.7
85,3.5
85,2.1
85,1.5
85,1.4
85,1.1
85,1.5
85,1.3
86,2.2
86,3.1
86,3.9
86,1.7
86,3.8
86,4.8
86,4.4
86,1.6
86,1.8
86,2.6
86,1.5
86,4.5
86,3.9
86,3.1
86,2.4
86,2.7
87,4.3
87,3.7
87,4.9
87,1.6
87,4.1
87,3.3
87,2.8
87,3.7
87,1.1
88,4.9
88,1.5
88,3.2
88,1.1
88,1.7
88,4.8
88,4.1
88,3.0
88,2.0
88,4.1
88,2.8
88,4.9
88,2.2
88,1.7
88,4.8
88,3.0
89,3.5
89,3.7
89,1.1
89,3.9
89,3.0
89,1.3
90,2.0
90,1.3
90,4.3
90,2.8
90,3.3
90,1.1
90,1.3
90,1.6
90,4.2
90,3.5
90,3.3
90,4.9
90,2.7
91,4.7
91,1.8
91,3.1
91,3.0
91,3.0
91,4.7
91,3.3
91,3.3
91,2.9
91,3.4
91,3.0
91,1.7
91,3.2
91,3.1
91,4.6
91,1.2
91,1.9
92,1.3
92,4.3
92,3.3
92,4.0
92,3.2
92,1.3
92,3.0
92,3.3
92,4.4
92,2.9
92,1.8
92,1.4
92,4.0
92,4.4
92,2.6
92,2.7
92,2.6
92,3.4
93,4.0
93,3.3
93,2.6
93,3.8
93,1.3
93,2.5
94,4.7
94,1.6
94,2.0
94,4.5
94,1.0
94,2.1
94,1.9
94,3.1
94,4.5
94,2.6
94,2.8
94,3.3
94,1.6
94,3.1
94,2.7
95,2.3
95,2.2
95,2.1
95,1.5
95,1.8
95,2.2
95,1.5
95,1.1
95,2.6
95,3.8
95,2.2
95,4.7
95,3.2
95,3.8
95,2.3
95,2.3
96,2.3
96,1.7
96,4.8
96,4.0
96,1.2
96,3.8
96,2.7
96,1.4
97,4.8
97,2.6
97,1.1
97,1.2
97,1.7
97,1.3
97,3.0
97,3.0
97,2.4
97,4.1
97,2.8
97,2.7
97,4.1
97,3.6
97,1.7
97,2.9
98,1.7
98,3.8
98,3.2
98,3.4
98,2.0
98,3.3
98,4.1
98,3.4
98,4.9
99,3.6
99,2.2
99,4.8
99,1.7
99,4.8
99,4.9
99,4.7
99,1.2
99,5.0
99,2.7
99,2.5
99,2.8
99,3.2
100,4.5
100,4.0
100,2.7
100,4.1
100,3.7
100,4.2
100,2.1
100,4.6
100,4.5
100,3.5
100,4.3
100,1.9
100,4.3
100,3.2
100,3.0
100,4.7
100,1.6
100,2.2
100,2.4
101,3.6
101,3.7
101,3.9
101,2.5
101,4.6
101,1.4
101,4.1
101,1.6
101,2.4
101,4.7
101,4.2
101,1.4
101,2.1
101,4.4
101,3.0
102,4.6
102,4.6
102,4.6
102,2.7
102,3.8
102,2.9
102,3.9
102,3.3
102,3.5
102,1.9
102,3.1
102,4.8
102,3.8
102,1.7
102,4.3
102,4.5
103,1.3
103,3.7
103,1.0
103,4.7
103,1.6
103,3.6
103,3.6
103,3.6
103,3.9
103,1.4
103,3.1
103,2.8
103,1.9
103,5.0
103,1.8
103,2.0
103,2.4
103,2.5
103,4.8
103,4.3
104,3.1
104,1.8
104,3.9
104,4.0
104,3.0
104,3.6
104,3.6
105,2.1
105,3.9
105,2.8
105,2.2
105,4.9
105,1.4
105,2.7
105,4.3
105,2.1
105,1.7
105,3.6
106,4.9
106,3.4
106,1.5
106,3.1
106,1.9
107,1.6
107,3.8
107,1.2
107,2.9
107,2.3
107,2.3
108,4.7
108,4.6
108,2.9
108,4.2
108,4.9
108,3.6
108,1.6
108,4.0
109,4.7
109,3.4
109,4.1
109,3.9
109,2.9
109,2.5
109,2.0
109,2.1
110,1.3
110,3.8
110,3.9
110,1.9
110,4.3
110,1.4
110,4.4
111,4.8
111,1.4
111,3.9
111,4.4
111,3.3
111,1.7
111,2.5
112,3.5
112,1.8
112,2.2
112,1.9
112,1.7
112,2.9
112,4.8
112,3.0
112,4.9
112,3.3
112,2.3
112,2.2
112,2.5
112,3.9
112,2.6
113,4.8
113,4.9
113,3.5
113,1.8
113,3.3
113,4.8
113,2.6
113,4.9
113,4.1
113,2.0
113,3.2
113,3.5
113,2.1
113,3.9
113,2.9
114,3.2
114,2.0
114,1.4
114,2.2
114,4.8
114,3.4
114,4.8
114,2.0
114,2.5
114,2.6
114,2.9
114,3.1
114,3.7
114,2.0
114,3.1
114,3.5
114,3.5
114,1.5
114,1.2
114,1.4
115,2.2
115,4.2
115,4.8
115,3.4
115,2.2
115,4.2
115,2.7
115,4.8
115,2.3
115,4.6
115,3.4
116,1.4
116,3.6
116,4.5
116,2.1
116,1.4
116,2.1
116,3.0
116,2.3
116,1.4
116,4.5
116,1.4
116,2.1
116,2.0
116,2.2
116,1.9
116,2.6
116,4.8
116,4.1
117,2.4
117,3.2
117,2.3
117,4.4
117,1.0
117,3.6
117,4.0
117,1.3
117,2.9
117,1.3
117,2.2
117,3.6
117,3.5
117,4.5
117,2.9
117,3.0
117,3.8
117,2.4
118,3.2
118,4.6
118,4.3
118,1.5
118,4.9
118,2.6
118,3.3
118,2.3
118,4.4
118,1.1
118,1.4
118,3.8
118,1.5
118,1.2
118,3.8
118,1.3
118,2.2
118,3.6
118,2.2
118,2.8
119,4.3
119,1.3
119,3.6
119,1.1
119,1.7
119,4.8
119,3.9
119,3.6
119,2.5
120,2.4
120,3.9
120,2.0
120,2.2
120,4.2
120,1.4
120,2.2
120,4.3
120,3.6
120,2.3
120,3.1
120,2.0
120,3.8
120,3.7
120,4.7
120,3.1
120,3.2
121,4.7
121,2.6
121,3.8
121,3.6
121,3.3
121,2.2
121,3.6
121,4.9
121,4.6
121,1.0
121,4.7
121,3.6
121,3.5
121,4.4
121,4.7
121,5.0
121,4.6
121,1.8
121,4.2
122,1.8
122,3.8
122,1.6
122,3.3
122,4.9
122,3.4
123,3.4
123,1.2
123,2.9
123,3.0
123,1.8
123,3.5
123,3.6
123,4.8
123,3.0
123,3.8
124,1.2
124,2.3
124,1.9
124,4.7
124,3.8
125,4.6
125,2.2
125,2.5
125,2.5
125,3.1
125,2.5
125,1.4
126,2.2
126,3.1
126,3.1
126,4.9
126,4.3
126,4.7
126,4.0
126,1.4
126,3.1
126,1.1
126,1.3
126,4.4
126,5.0
126,4.3
126,1.4
126,1.5
127,4.2
127,2.2
127,1.1
127,4.7
127,3.7
127,4.7
128,3.6
128,4.6
128,1.7
128,1.1
128,2.3
128,3.6
128,4.7
128,4.8
128,3.0
128,4.3
128,3.7
128,3.3
128,3.0
128,4.0
128,2.4
128,3.2
128,3.0
129,3.8
129,1.1
129,2.4
129,2.7
129,2.6
129,2.5
129,3.4
129,3.2
129,1.2
129,3.1
129,1.1
129,3.6
129,3.9
130,4.5
130,1.1
130,3.2
130,3.2
130,2.2
130,2.1
130,1.7
130,2.1
130,3.6
130,4.8
131,3.7
131,1.2
131,1.6
131,1.0
131,1.1
131,1.7
132,1.3
132,4.0
132,2.5
132,3.8
132,4.2
132,3.4
132,3.7
132,3.1
132,2.4
132,1.1
132,3.3
132,3.7
133,3.6
133,2.4
133,4.0
133,2.4
133,3.0
133,4.2
133,4.4
133,4.1
133,4.7
133,2.0
133,4.7
133,1.2
133,2.6
133,1.8
133,4.4
133,3.1
133,2.7
134,2.4
134,3.0
134,2.0
134,1.2
134,4.1
134,4.0
134,2.4
134,2.8
134,1.5
134,4.2
134,4.2
134,3.0
134,1.4
134,1.2
134,3.6
134,1.4
134,3.3
135,1.3
135,4.0
135,2.4
135,4.2
135,4.9
135,3.6
135,3.9
136,2.0
136,3.0
136,3.0
136,2.4
136,1.4
136,4.0
136,3.7
136,2.4
136,4.1
136,2.1
136,2.7
136,3.4
136,2.1
136,4.1
136,3.6
136,2.6
136,2.0
136,3.1
136,1.8
137,3.2
137,4.8
137,2.2
137,2.1
137,2.2
137,1.8
137,3.3
137,4.0
137,2.0
137,2.4
137,3.3
137,2.0
137,4.7
137,4.7
137,4.3
137,1.3
138,3.8
138,3.4
138,1.7
138,2.9
138,3.8
138,4.3
138,1.5
138,1.3
138,2.3
138,1.6
138,2.8
138,3.9
138,3.9
139,3.2
139,2.0
139,4.3
139,1.9
139,4.9
139,1.0
139,1.9
139,1.1
139,4.5
139,4.1
139,3.8
139,1.2
140,2.0
140,2.2
140,1.9
140,2.4
140,3.6
140,4.2
140,4.5
140,2.2
140,3.7
140,1.9
140,4.0
140,2.1
140,1.9
140,2.0
140,2.4
140,3.8
140,2.5
140,4.0
140,1.8
140,3.1
141,1.6
141,1.1
141,4.0
141,3.5
141,4.4
141,2.8
141,2.8
141,2.0
141,1.7
141,3.6
141,4.9
141,2.3
141,3.2
141,4.8
141,2.2
141,1.2
141,3.9
141,4.1
141,1.5
141,1.5
142,2.7
142,3.4
142,4.0
142,3.5
142,1.2
142,1.6
142,1.7
143,2.2
143,3.9
143,3.4
143,4.8
143,3.7
143,2.8
143,4.6
144,4.4
144,2.7
144,2.7
144,3.3
144,1.5
144,1.6
144,4.7
144,2.8
144,1.4
144,2.9
145,3.9
145,4.9
145,4.4
145,1.8
145,2.5
145,2.8
146,2.0
146,3.2
146,4.3
146,3.2
146,4.1
146,1.1
146,4.6
146,1.8
146,1.6
146,2.9
146,1.1
146,1.9
146,4.1
146,3.5
146,3.1
147,4.1
147,4.3
147,4.6
147,1.5
147,4.4
147,4.7
148,1.7
148,3.9
148,3.4
148,4.5
148,1.7
148,4.9
148,3.1
148,4.4
148,1.8
148,1.8
149,4.6
149,3.4
149,4.4
149,2.1
149,1.5
149,4.7
149,2.5
149,4.0
149,2.8
150,3.8
150,2.7
150,3.9
150,1.2
150,2.7
150,1.7
150,3.3
150,3.8
150,1.6
151,4.7
151,2.6
151,3.7
151,4.0
151,4.2
151,3.7
151,1.5
152,1.2
152,4.0
152,4.5
152,3.9
152,1.3
152,3.4
152,1.3
152,3.9
153,1.8
153,4.7
153,1.8
153,3.9
153,3.3
153,2.6
153,2.0
153,3.2
153,4.8
153,1.4
153,1.2
154,4.7
154,1.9
154,2.3
154,3.3
154,1.7
154,2.9
155,1.7
155,1.1
155,2.8
155,2.1
155,3.1
155,1.2
155,1.2
155,2.6
155,4.6
155,2.0
155,3.4
155,1.1
156,1.9
156,3.4
156,1.3
156,1.7
156,4.8
156,4.6
156,1.5
156,3.1
156,3.4
157,4.9
157,4.8
157,1.9
157,1.8
157,2.2
157,3.4
157,4.5
158,2.6
158,4.0
158,2.9
158,1.5
158,3.1
158,3.7
158,3.7
158,4.7
158,4.7
159,1.7
159,1.6
159,1.3
159,2.3
159,1.2
159,4.0
159,2.2
159,2.5
159,2.9
159,1.9
159,4.1
159,4.0
159,3.5
159,1.5
159,2.6
159,4.1
159,4.6
159,1.8
159,2.2
159,3.4
160,3.5
160,1.5
160,1.1
160,5.0
160,3.9
160,4.7
161,1.7
161,3.6
161,2.3
161,3.5
161,4.4
161,1.8
161,2.8
161,2.7
162,2.9
162,4.2
162,1.3
162,4.8
162,2.2
162,2.4
162,4.0
162,2.4
162,2.1
162,3.9
163,4.1
163,2.4
163,4.8
163,5.0
163,3.8
163,3.5
163,1.9
163,4.2
163,4.4
163,4.4
164,3.1
164,2.9
164,4.8
164,2.4
164,3.8
164,1.9
164,3.8
164,2.4
164,1.7
164,2.1
164,2.4
164,4.3
164,3.9
164,4.8
164,3.7
165,3.3
165,3.8
165,3.6
165,4.5
165,1.1
165,3.2
165,2.3
165,3.6
165,2.0
165,4.9
166,4.5
166,3.5
166,4.7
166,2.4
166,1.7
166,4.0
166,1.8
166,2.6
166,2.7
166,5.0
166,3.1
166,4.9
167,3.2
167,1.5
167,3.8
167,2.8
167,2.2
167,2.3
167,2.7
167,4.5
167,1.9
167,4.2
167,4.9
167,1.4
167,1.4
167,2.3
167,3.6
168,3.0
168,4.4
168,3.0
168,4.1
168,4.8
168,1.6
168,1.1
168,1.1
168,1.8
168,3.2
168,2.3
169,4.8
169,1.9
169,2.7
169,1.7
169,3.2
169,3.1
169,4.4
169,4.7
169,1.4
169,4.6
169,2.9
169,3.1
169,1.9
170,3.1
170,2.8
170,4.5
170,4.1
170,4.3
170,4.7
170,3.0
170,4.6
170,3.0
170,4.4
170,3.0
170,3.1
170,1.5
170,4.9
171,4.0
171,2.6
171,1.2
171,2.7
171,3.3
171,1.4
171,1.8
171,1.4
171,1.7
171,3.4
171,3.5
171,3.5
171,1.4
171,1.1
171,1.9
171,3.7
171,3.5
172,2.7
172,4.9
172,1.8
172,4.2
172,4.2
172,3.7
172,4.8
172,2.5
172,3.7
172,3.7
172,1.7
172,2.3
173,3.0
173,4.8
173,2.7
173,4.8
173,4.3
173,3.8
173,2.1
173,2.8
173,1.4
173,1.4
173,2.0
173,2.6
173,3.5
173,2.9
173,2.7
174,1.5
174,2.3
174,3.4
174,4.9
174,1.4
174,2.7
174,4.8
174,1.5
174,3.5
174,4.0
174,2.6
174,3.4
174,2.2
174,4.6
174,1.5
174,2.4
174,3.0
174,3.2
174,3.8
175,1.2
175,2.3
175,3.3
175,4.6
175,1.8
175,2.5
175,2.6
175,4.3
175,2.8
175,3.5
175,1.8
175,3.3
175,3.6
175,3.9
175,2.1
175,2.4
175,1.8
176,1.8
176,4.0
176,1.8
176,1.1
176,2.6
176,3.5
176,4.6
176,4.9
176,3.9
176,3.2
176,3.0
176,4.2
176,2.8
176,4.9
176,4.8
177,1.1
177,1.5
177,4.1
177,2.3
177,4.0
177,1.7
177,2.5
177,4.7
177,4.4
178,2.5
178,1.1
178,4.7
178,4.3
178,2.8
178,3.4
178,3.6
178,1.5
178,4.3
178,1.7
178,3.4
178,4.4
178,4.6
178,3.8
178,1.3
178,1.2
179,1.3
179,2.5
179,4.4
179,3.0
179,1.3
180,4.0
180,1.0
180,3.6
180,2.7
180,2.3
180,3.4
180,1.6
180,4.7
180,3.1
180,3.6
180,1.8
180,1.6
180,3.5
180,2.1
180,2.0
180,4.8
180,1.9
180,4.3
180,1.5
181,4.3
181,1.9
181,2.0
181,1.5
181,3.2
181,1.4
181,4.0
181,1.9
181,2.7
181,4.5
181,2.3
181,3.4
181,1.1
181,1.6
181,3.3
181,1.8
181,3.2
181,1.7
181,3.8
182,4.2
182,4.7
182,4.8
182,1.0
182,4.3
182,2.2
182,4.3
