book_id,price
67,2042
67,1404
67,2469
67,4721
67,2609
67,3361
68,3411
68,2754
68,4704
68,1435
68,761
68,1685
68,4605
68,566
68,807
69,1058
69,3596
69,4469
69,3565
69,4453
69,2794
69,1412
69,4365
69,1566
69,2215
70,3516
70,2265
70,2748
70,1021
70,4088
70,980
70,2788
71,2606
71,3115
71,2221
71,915
71,711
71,1225
71,2321
72,2874
72,3522
72,2806
72,1798
72,4274
72,2953
72,1076
72,3280
72,2227
72,2483
73,1728
73,3070
73,695
73,2940
73,1124
73,3944
73,1356
73,989
73,3218
74,609
74,3229
74,4972
74,1722
74,4155
75,1950
75,674
75,2622
75,3465
75,2316
75,1583
75,3216
76,3534
76,1352
76,3243
76,1757
76,1077
76,1998
76,4150
77,1457
77,1050
77,2589
77,1424
77,540
77,4774
77,2079
77,2682
77,2032
78,3848
78,3730
78,1049
78,626
78,2983
78,3730
78,3189
78,4534
78,4676
78,4303
79,4851
79,4574
79,552
79,4134
79,3393
79,1647
79,4316
79,4149
80,2491
80,770
80,4082
80,3974
80,2697
81,848
81,3286
81,4948
81,4993
82,2480
82,2395
82,3355
82,1180
82,4505
82,4584
82,2643
82,1775
83,3515
83,1945
83,4358
84,4623
84,1348
84,2460
84,3584
84,4302
84,1176
84,1765
85,1110
85,3878
85,2084
85,865
85,2169
85,1416
85,4893
86,1961
86,1313
86,1800
86,2332
86,1585
86,3355
86,3395
87,4855
87,4910
87,1337
87,2962
87,4018
87,1040
87,2771
87,3784
88,3544
88,1474
88,2200
88,1103
88,1135
88,2233
88,2125
88,2818
88,3196
88,4718
89,4784
89,1850
89,1801
89,4730
89,3680
89,4952
89,696
89,4660
90,2985
90,1818
90,3371
90,1253
90,4346
91,3262
91,1534
91,1511
91,4234
91,4326
91,744
91,2646
91,1632
92,2697
92,3085
92,938
93,3438
93,3860
93,4323
93,3917
93,1219
93,1154
93,3822
94,3780
94,4908
94,3734
94,4362
94,3209
94,4824
95,1201
95,4702
95,3940
96,1699
96,1471
96,1626
96,3217
96,770
96,3425
96,3740
96,1579
97,1840
97,4575
97,4064
97,1899
97,950
98,2496
98,4121
98,3191
98,3117
98,823
99,4198
99,2255
99,1090
99,1056
100,2810
100,4246
100,3207
100,2932
100,2171
100,4366
100,3906
100,1060
100,2728
101,663
101,4813
101,1664
101,3414
101,3261
102,4491
102,4003
102,1019
102,1741
102,1962
102,1705
102,811
102,4230
103,1522
103,738
103,3877
103,1225
103,1576
103,1240
103,3670
103,2432
103,3410
103,2103
104,2778
104,1918
104,2399
104,2512
104,1188
104,2119
104,1661
104,4185
105,1491
105,2683
105,2054
105,1394
105,4163
105,1545
105,4202
105,4888
106,1777
106,3329
106,1969
106,2631
106,4907
106,1858
106,1548
106,2286
106,915
106,577
107,3797
107,4609
107,3719
107,3257
107,2883
107,4585
107,791
107,3074
107,4429
107,2521
108,1918
108,903
108,4687
108,1339
108,1944
108,4315
108,3033
108,3717
109,1870
109,3346
109,3620
109,1267
110,3384
110,1411
110,1852
111,802
111,4205
111,521
111,4268
111,4559
111,3849
111,2957
112,3961
112,3269
112,2436
112,1751
112,3768
112,3684
112,4815
113,812
113,1194
113,1169
113,4891
114,2787
114,4416
114,3639
114,3452
114,3817
114,4671
114,4897
114,2981
115,2700
115,3570
115,3450
115,1704
115,4774
116,4896
116,4926
116,1559
116,4498
116,1051
116,518
116,1613
116,635
117,1953
117,2766
117,2166
118,1676
118,3068
118,2371
118,4632
118,2471
118,3378
118,1395
118,1322
118,873
118,4969
119,3429
119,3719
119,4086
119,1442
119,728
120,2582
120,1806
120,4129
120,4184
120,4992
120,2804
120,4068
120,3492
120,1399
120,3411
121,4315
121,2139
121,2318
121,841
121,2672
122,1156
122,1262
122,2382
122,1337
122,4254
122,4018
122,3003
122,4359
122,4874
122,3724
123,4806
123,4172
123,3016
123,3835
123,2519
123,3622
123,519
123,2506
123,2328
124,2209
124,3363
124,2396
124,593
125,2100
125,3046
125,1902
125,1448
126,1796
126,4635
126,3454
126,1517
126,705
126,1940
127,2402
127,1869
127,3671
127,1713
127,4462
127,2193
127,4369
127,3514
127,2041
127,2573
128,2922
128,4515
128,4049
128,804
128,1791
128,4289
128,2681
128,3177
129,3620
129,3932
129,525
129,898
129,3142
129,3790
130,1841
130,3271
130,550
130,2700
130,2771
130,4536
130,4856
130,961
130,4854
130,1217
131,4779
131,2876
131,2115
131,4166
131,3432
131,3588
131,1366
131,2870
131,4689
132,2386
132,2603
132,1196
132,4789
132,4570
132,3554
132,3506
132,2401
132,4780
133,3580
133,2355
133,2858
133,1716
133,910
133,4954
133,4005
134,2972
134,2832
134,3015
134,3371
134,1277
134,3852
134,3181
134,4745
134,3463
134,1952
135,2807
135,4715
135,2854
135,2043
135,4722
135,4618
135,1739
135,4994
135,2567
136,4806
136,2505
136,2642
137,4225
137,1805
137,3451
138,2768
138,3314
138,4867
138,4549
138,1652
138,4159
138,3553
138,1141
138,3357
138,4030
139,578
139,3516
139,2457
139,4272
139,2781
139,782
140,4988
140,4150
140,2423
141,1074
141,828
141,547
141,861
141,1465
141,2066
141,4789
141,2313
142,2649
142,2715
142,4130
142,4221
142,2366
142,550
142,1317
143,2197
143,3177
143,3283
143,2582
143,4529
143,860
143,3745
143,1796
143,4153
144,845
144,1459
144,1802
145,2310
145,3527
145,1652
146,1595
146,3800
146,3929
146,4695
146,1316
146,671
146,4564
146,648
147,2776
147,4453
147,3191
147,3083
147,1092
147,2245
147,4425
147,557
147,3702
147,3971
148,2870
148,1280
148,1318
148,3663
149,831
149,1498
149,970
149,1368
149,4125
149,678
149,4964
149,4974
150,3489
150,4135
150,3656
150,2151
150,3611
150,697
150,2217
150,1994
151,1707
151,4578
151,2041
151,1019
151,588
152,3340
152,2021
152,1967
152,2606
152,2957
152,2331
152,3346
152,4916
153,2275
153,2672
153,3263
153,823
153,936
153,3448
153,822
153,4864
154,2509
154,972
154,2619
154,4319
154,3577
154,989
154,1494
154,4853
154,1475
154,4583
155,1244
155,3699
155,1028
155,2476
155,1996
155,4697
155,4781
155,3522
156,2642
156,1130
156,3507
156,3921
156,4068
157,3668
157,1592
157,758
157,4699
157,1360
157,4327
157,3564
157,3289
157,3932
158,990
158,3378
158,1096
158,2494
158,4052
158,1348
158,3799
158,1691
158,3303
159,2250
159,3987
159,4939
159,3746
159,3129
159,2808
160,2145
160,2636
160,2219
160,2565
160,2920
161,747
161,2229
161,3480
161,876
161,3964
161,4946
161,3146
161,1591
161,3416
161,4296
162,4471
162,1380
162,778
162,771
162,4091
162,2880
162,1355
163,2408
163,3820
163,782
163,3858
163,1955
163,3703
163,2506
164,529
164,2018
164,4256
164,3284
164,1250
164,3051
165,608
165,1051
165,4146
166,4103
166,3043
166,2317
166,2966
166,2298
167,4073
167,4730
167,4378
167,1236
167,4144
167,4670
168,4189
168,4279
168,3511
168,2492
168,924
168,4419
169,2453
169,951
169,4212
169,3797
169,1970
169,3575
170,4048
170,4573
170,2691
171,947
171,1219
171,3458
171,1891
172,1697
172,3824
172,3817
173,3293
173,2132
173,2058
174,2745
174,568
174,629
174,4968
174,2792
174,4585
175,3118
175,3147
175,1265
175,3734
175,1768
176,4356
176,2939
176,2223
176,746
176,2992
177,1235
177,2552
177,2340
177,1947
177,2048
178,1293
178,830
178,3330
178,4382
178,1938
178,1879
178,2280
179,2340
179,3666
179,1924
180,2182
180,3132
180,1384
180,554
180,4130
180,4399
180,2459
181,4584
181,1346
181,625
181,1847
181,3645
181,3989
182,1256
182,4398
182,544
182,942
183,4881
183,2796
183,607
183,2139
183,2862
184,3071
184,4148
184,2030
184,3408
184,1138
184,2628
185,4689
185,1776
185,2213
185,1987
185,2508
185,607
185,3876
185,2567
185,3821
185,4482
186,1798
186,1263
186,1073
186,4577
186,2993
186,4180
186,738
187,1383
187,780
187,3017
188,3970
188,4060
188,537
189,1414
189,934
189,1657
189,3410
189,2137
189,1102
189,1147
189,1374
189,3615
189,4998
190,1563
190,521
190,3345
190,866
190,3314
190,560
190,3846
190,536
190,3310
191,4316
191,2505
191,2771
192,1243
192,2173
192,3366
192,2803
193,1405
193,3451
193,638
193,2594
193,3459
193,4501
193,3099
193,2205
194,4250
194,1030
194,3888
194,3106
194,2069
194,3684
195,1052
195,1685
195,4566
195,4870
195,1578
196,2507
196,626
196,4354
197,2569
197,4757
197,3193
197,3081
198,1501
198,1905
198,3966
198,3571
198,1870
198,2077
198,4285
199,2692
199,3966
199,1280
199,2921
199,1069
199,2268
199,4996
199,3714
199,1129
199,4611
200,4773
200,4471
200,4669
200,4707
200,2852
201,2289
201,814
201,4568
201,989
201,572
201,2741
201,4113
201,847
201,4914
202,642
202,4793
202,4451
202,3320
202,2885
202,3400
202,1567
202,2656
202,1507
203,2494
203,3562
203,3472
203,1885
204,1401
204,4516
204,759
204,4196
204,3721
204,2670
204,3782
204,3272
204,2505
204,4644
205,3875
205,929
205,941
205,1785
205,3967
205,4963
205,3139
205,3521
206,1145
206,2186
206,4401
206,1291
206,3957
206,4818
206,737
207,3938
207,749
207,2970
207,4857
207,4925
207,2366
207,3683
208,651
208,523
208,2841
208,4747
209,2599
209,4340
209,1048
210,4312
210,2085
210,4898
211,4330
211,2842
211,520
211,2087
211,1289
211,687
211,820
211,4696
211,1967
211,3373
212,1320
212,1753
212,2208
212,4293
212,1842
212,569
212,573
212,4726
212,2123
212,3206
213,4779
213,3219
213,3415
213,1808
213,3259
213,2175
213,3064
213,1110
213,2838
214,2599
214,2965
214,1378
214,4872
214,653
214,2309
215,4767
215,4507
215,573
216,3040
216,3850
216,3271
216,4551
216,4413
216,4152
216,4572
217,1312
217,1937
217,3547
217,4107
217,2317
217,1837
217,4144
217,3472
217,3975
217,635
218,1586
218,1116
218,1634
218,4590
218,1811
218,2840
218,4802
219,3274
219,1810
219,802
219,1126
220,3015
220,2156
220,4383
220,629
221,946
221,4287
221,4795
221,4804
221,1433
221,2936
221,1692
221,4743
221,568
221,3372
222,2350
222,3660
222,762
222,1204
223,1208
223,1490
223,3283
224,2529
224,3631
224,1807
224,2757
224,509
224,3557
224,4299
224,4105
224,1591
224,4631
225,3271
225,3434
225,3742
225,3161
225,2686
225,2759
226,1883
226,3976
226,4227
226,1583
226,506
227,3170
227,3110
227,4695
227,1187
227,2160
227,4137
227,1719
228,3427
228,2870
228,3334
228,4317
228,3388
228,4064
229,4996
229,4526
229,969
230,4253
230,631
230,1778
231,1545
231,2285
231,993
231,3916
231,3062
231,3236
231,3414
232,592
232,4915
232,1957
232,1517
233,1495
233,3610
233,3662
234,3201
234,4161
234,3383
234,1114
235,2376
235,1586
235,3890
235,4868
235,4697
235,2387
235,1518
236,816
236,3613
236,1643
236,4234
236,3853
236,1197
236,2067
236,2107
236,3261
237,3205
237,2531
237,885
237,3357
237,1303
237,1498
237,971
237,725
238,4779
238,2732
238,3393
238,3655
238,2423
238,2034
238,2351
238,3517
239,3320
239,3992
239,1069
239,608
239,4979
239,4033
239,600
239,2981
240,3946
240,2035
240,2035
240,3174
240,2464
240,3164
240,2381
240,2249
240,2860
240,2171
241,3209
241,3574
241,605
241,2554
242,3321
242,1589
242,1567
242,2716
242,2157
242,1981
242,2491
242,4315
243,4939
243,1027
243,4831
243,2857
243,2012
244,1289
244,1583
244,3857
245,4562
245,3401
245,2364
245,1706
245,4144
245,3433
245,780
245,844
245,4377
246,2092
246,3440
246,4140
246,521
246,3729
246,699
246,2165
246,1426
246,2872
247,1032
247,3457
247,4542
247,2225
248,2117
248,4503
248,1496
249,1227
249,1288
249,2795
249,3033
249,1334
250,2386
250,1933
250,1581
250,3831
250,1548
250,1202
250,4163
250,2756
251,818
251,3226
251,4199
251,1925
251,1975
251,4846
251,3036
251,1951
251,1402
252,4399
252,1542
252,2883
252,2964
252,4769
252,4248
252,2650
253,2340
253,747
253,1771
253,2998
253,760
253,517
253,3713
254,955
254,4962
254,4693
254,4695
254,3015
254,1937
254,1226
255,4493
255,1489
255,2080
255,3349
255,3796
255,1027
255,4767
255,1958
255,4359
255,3156
256,831
256,1719
256,2897
256,4014
256,1998
256,1914
256,2513
256,1629
257,4236
257,4901
257,1325
257,3702
257,3663
257,2936
257,4839
257,1489
258,3026
258,1674
258,3857
258,4618
258,4662
258,3146
258,4753
258,3744
258,1511
258,4992
259,4081
259,2240
259,4501
259,4408
259,801
259,4108
259,2235
259,3912
259,4515
259,3312
260,4705
260,2367
260,4460
260,1448
261,2502
261,3111
261,2117
261,4635
261,2725
261,2658
261,3317
262,3291
262,3351
262,3672
262,3742
262,2463
263,3937
263,3882
263,1834
264,1724
264,3132
264,3663
264,1917
264,2937
264,900
264,1663
264,4023
264,825
265,4173
265,1093
265,1785
265,4873
265,1788
266,1481
266,1949
266,596
266,751
266,3144
266,3457
266,2033
266,2504
267,1950
267,3720
267,2631
267,4435
267,4495
267,1643
267,4347
267,798
268,996
268,4828
268,2670
269,888
269,1694
269,3770
269,3764
269,913
269,3212
269,4211
269,3190
269,2764
270,886
270,1360
270,1007
271,1367
271,3996
271,1237
271,3485
271,1111
271,4597
271,3086
271,4610
271,2680
271,2405
272,4502
272,2336
272,726
273,4045
273,2590
273,984
273,4878
273,2736
273,2939
273,813
273,2838
274,3330
274,1972
274,1197
274,2831
274,3648
274,3406
275,4846
275,3212
275,1083
275,4810
275,3716
275,1856
275,2504
276,2051
276,2907
276,1716
276,4365
276,1017
276,1828
276,502
276,2785
276,4694
276,1359
277,2353
277,4439
277,2789
277,1463
277,1143
277,1807
277,2591
277,1787
277,2610
277,3613
278,799
278,5000
278,2289
278,1776
278,1803
278,3815
278,3764
278,4960
278,1621
278,3421
279,3472
279,699
279,3539
280,3057
280,2726
280,4794
280,1025
280,3280
280,2091
280,2166
281,4987
281,2426
281,4468
281,2782
281,1269
281,2929
281,2276
281,3137
281,1656
281,2398
282,3461
282,4070
282,1714
282,2994
282,713
282,2742
283,4500
283,3142
283,1767
283,2531
284,4729
284,1535
284,4716
285,1344
285,2925
285,1824
285,4625
285,1264
286,4300
286,3758
286,4198
286,1332
286,4201
286,977
287,1762
287,2856
287,4812
287,1554
287,4238
287,2360
288,1971
288,2614
288,2115
288,4517
288,3431
288,2924
288,4757
289,892
289,3217
289,1504
289,1086
289,774
290,967
290,4350
290,4841
290,4036
291,4019
291,3665
291,4795
291,776
291,1738
291,3409
291,2969
291,848
292,2015
292,4912
292,3478
292,2031
292,2285
292,4437
292,1232
293,4108
293,549
293,4255
293,4219
293,3748
293,2161
293,1353
293,4615
294,3132
294,1437
294,2211
294,3270
294,2931
294,4894
295,709
295,1690
295,4461
295,4292
296,4294
296,3277
296,911
296,2427
297,3777
297,4929
297,1402
297,1454
297,3077
298,4722
298,3967
298,4697
298,1606
298,1789
298,3797
299,2175
299,1677
299,4254
299,4576
300,1580
300,4595
300,1529
300,608
300,1672
301,3159
301,3207
301,2272
301,2922
301,1180
301,4477
301,2987
302,941
302,1453
302,1498
302,2991
302,1056
302,3802
302,3054
302,2089
302,3269
303,1823
303,1246
303,646
303,3670
303,3155
303,4003
303,3140
303,2087
303,3413
303,1807
304,4207
304,3522
304,2971
304,4766
304,1661
305,3178
305,2157
305,3461
305,1235
306,3494
306,1121
306,3840
306,4053
306,4331
306,4867
306,4209
306,3938
307,2383
307,2203
307,618
307,2749
307,3440
307,3429
307,3222
307,2121
307,3890
307,1461
308,4792
308,2240
308,3751
308,3516
308,965
308,4226
308,4341
308,1740
308,738
309,848
309,4897
309,3516
309,2656
309,4176
309,3064
309,2634
309,1880
309,2461
310,3787
310,2445
310,4037
310,1774
310,808
310,879
310,3483
310,4279
310,757
310,2555
311,1926
311,2355
311,4137
311,3202
311,4513
311,723
311,3318
311,2067
311,2756
312,3635
312,4857
312,3290
312,1207
312,512
312,3141
312,3541
312,1027
312,939
313,628
313,550
313,4303
313,4109
313,4523
313,4038
313,4203
313,1709
313,4553
314,1209
314,512
314,1145
314,3264
314,2301
315,2547
315,762
315,2237
315,1565
315,4207
316,907
316,4569
316,2264
316,4224
317,828
317,2774
317,2657
317,3080
317,3940
317,4484
317,3251
318,4769
318,685
318,4041
318,3128
318,1652
318,4408
318,3417
318,1131
318,3608
319,4137
319,4566
319,2180
319,4629
319,3057
319,1851
319,4898
319,2391
320,1399
320,3774
320,2042
320,2268
320,3359
320,2583
320,4249
320,2336
321,779
321,2264
321,3025
321,1037
321,689
322,3246
322,3971
322,3241
322,671
322,1610
322,1807
322,4472
323,3993
323,4689
323,774
323,1641
323,1890
323,571
323,3026
323,3992
323,1130
324,4372
324,1993
324,4966
324,4242
324,971
325,3178
325,2847
325,4366
325,3749
325,4139
325,599
326,3777
326,3616
326,3028
326,830
326,2956
326,2299
326,669
326,3785
326,2755
326,1907
327,3952
327,4895
327,3645
327,3382
327,1514
327,3879
327,4059
327,3364
327,1881
328,2732
328,4049
328,3298
328,3480
328,2301
328,3357
328,4089
328,4334
329,3766
329,768
329,3556
329,2791
330,3497
330,890
330,3853
330,3947
330,2648
330,2475
330,2891
330,3919
330,2834
330,2239
331,3917
331,625
331,1793
332,1635
332,4694
332,4103
332,1760
332,2101
332,4353
332,587
332,2908
332,4712
332,4407
333,3722
333,2070
333,4771
333,923
333,2524
333,2691
333,1342
333,1999
333,1383
333,2678
334,3306
334,2362
334,957
334,4121
334,1453
335,596
335,2188
335,2208
335,2243
335,4381
335,4297
335,3210
336,4806
336,1026
336,2866
337,1794
337,3410
337,2783
337,1124
337,1437
337,4110
337,734
338,3334
338,1640
338,2754
338,1494
339,4306
339,4963
339,3330
340,4242
340,4477
340,3666
340,1900
340,3824
340,2501
340,939
340,831
341,1902
341,4168
341,2156
341,2825
341,547
341,3944
341,2773
341,1984
341,3966
342,2241
342,3806
342,4355
342,2415
342,3153
342,599
343,620
343,611
343,4892
343,849
344,659
344,1711
344,4267
344,4730
344,3463
344,4395
344,1686
345,2561
345,3380
345,4215
345,4257
345,1098
345,4587
345,4330
346,2471
346,893
346,3652
346,3448
347,1321
347,3291
347,3798
347,2385
347,1713
347,4139
347,1787
347,4791
347,3391
348,3043
348,1547
348,4261
348,3056
348,1178
349,1861
349,2210
349,4586
350,2058
350,4908
350,2079
350,1324
350,734
350,1925
351,3621
351,4077
351,3990
351,711
351,738
351,2607
352,4248
352,1895
352,607
352,2810
352,971
353,3663
353,3473
353,2969
353,1798
353,4586
354,4159
354,1521
354,545
354,1464
354,512
355,3501
355,4709
355,4063
355,1280
355,4480
355,1258
356,1965
356,4996
356,2150
356,1979
356,1374
356,616
356,4844
356,4980
356,1570
356,2330
357,4215
357,4399
357,3826
357,4895
357,4852
357,1647
357,3699
358,3589
358,4073
358,2476
358,3907
358,3440
358,2519
358,1574
359,3985
359,4258
359,4600
359,3732
359,4260
359,4099
359,4969
359,3151
360,1995
360,2514
360,1414
360,2180
360,1062
361,4012
361,2846
361,4708
361,594
361,3431
361,3821
361,1241
361,2986
361,1763
362,804
362,1743
362,1365
362,2625
362,2128
362,2915
362,1427
362,3461
362,2089
362,4119
363,1799
363,1668
363,3840
363,4532
363,4232
363,1023
364,1135
364,2917
364,4814
364,1110
364,1235
364,3147
364,3225
364,2050
365,4303
365,2198
365,2466
365,2957
365,3083
366,4604
366,956
366,2154
366,2796
367,1584
367,4745
367,4430
367,1827
367,2391
367,2996
367,2594
368,3403
368,1252
368,3944
368,2674
369,2461
369,1623
369,1336
369,3628
370,4325
370,4539
370,1196
371,3753
371,4024
371,1535
371,1858
371,3208
371,1653
371,1373
371,2009
371,1984
371,4549
372,3144
372,820
372,4845
372,2083
372,2513
372,3831
372,4858
373,3250
373,4481
373,2506
373,1468
373,3358
374,4071
374,2560
374,519
374,4462
374,786
374,2329
374,1752
374,3276
374,522
375,4998
375,1367
375,738
375,4252
375,2903
375,2591
375,2331
376,1500
376,831
376,3719
377,1345
377,4809
377,1951
377,736
377,1063
378,746
378,2860
378,4299
378,4893
378,3266
379,1602
379,2355
379,831
379,1786
379,3029
379,4871
379,3329
379,1499
379,3898
380,3313
380,4247
380,3879
380,4979
380,3682
380,2552
380,3251
380,2665
380,3340
381,3405
381,3174
381,844
381,4822
381,2150
381,676
381,2261
382,2370
382,2414
382,2690
382,2042
382,2737
382,1769
382,3289
383,4563
383,2712
383,984
383,4505
383,1339
383,1685
383,2244
383,711
383,4367
383,2133
384,1278
384,1092
384,1409
385,1798
385,4427
385,2709
385,4220
386,732
386,1292
386,1533
386,1563
386,1604
386,1388
386,3588
387,4500
387,2975
387,3305
387,4081
387,3609
387,4570
388,1567
388,4446
388,2378
388,946
388,4506
388,3672
388,4338
388,973
388,1183
389,4974
389,1965
389,3394
389,3003
389,2534
389,3927
390,573
390,666
390,2673
390,3089
390,1215
390,983
391,4862
391,1760
391,3339
391,2231
391,1324
391,4812
391,910
392,3697
392,2353
392,3341
392,1834
392,814
393,2227
393,4601
393,3185
393,3985
393,4675
393,655
394,1103
394,3230
394,2792
394,2156
394,4952
394,2822
394,1149
395,4539
395,4995
395,3730
395,2611
395,1147
395,728
395,2524
395,3903
395,1125
396,1242
396,2919
396,1599
396,4983
396,2141
396,1535
396,4003
396,2206
397,2343
397,3300
397,1995
397,1344
397,3656
398,2929
398,3374
398,2169
398,1148
398,3938
398,2096
398,3394
398,3078
398,3615
399,1248
399,2537
399,2312
399,1402
400,2230
400,3320
400,4126
400,2649
400,1087
400,3576
401,1624
401,2800
401,1601
401,542
402,673
402,4405
402,3272
402,1977
402,1899
402,4648
402,2181
402,3122
402,3325
402,3303
403,2003
403,3913
403,2593
403,1628
404,3407
404,4218
404,4997
404,1783
404,3200
404,3358
404,1751
405,2270
405,1152
405,2020
405,2340
405,3815
405,1956
405,4772
406,3961
406,787
406,4926
406,4985
407,4373
407,2244
407,4807
407,660
407,3010
407,3753
407,4850
407,2419
407,3138
408,2306
408,3038
408,866
408,2439
409,751
409,1417
409,3438
409,2226
409,2992
410,3380
410,1313
410,4810
410,533
410,2385
410,4996
410,1020
410,4383
411,4775
411,3328
411,757
411,3296
411,4010
411,2754
411,1737
411,2712
411,4812
412,2575
412,3343
412,4612
412,4262
412,2725
413,1845
413,1635
413,3128
413,4449
413,4711
414,4617
414,1175
414,4789
414,4383
415,2566
415,3862
415,1788
415,3874
415,3209
415,3544
415,4163
416,1835
416,3486
416,2005
416,2938
417,3513
417,3946
417,3466
418,3008
418,1694
418,601
418,3678
418,3865
418,4844
418,1639
418,3170
419,3351
419,2583
419,4472
420,3873
420,3567
420,690
421,3130
421,3519
421,4063
421,3542
421,2229
421,2472
421,1133
421,2473
421,1046
421,544
422,1565
422,2831
422,3331
422,4878
422,4119
422,3672
422,2245
422,1336
422,1199
422,1975
423,4735
423,4298
423,855
423,1874
424,3159
424,2251
424,1871
424,1854
424,899
424,2345
424,4522
425,4788
425,1974
425,1211
425,2165
425,1478
425,3653
425,763
425,1862
425,4671
426,1156
426,3062
426,2544
426,554
426,1599
427,4398
427,598
427,848
427,3670
427,1186
427,2525
428,3083
428,3116
428,4338
428,4662
428,4234
429,3380
429,3103
429,2653
429,3733
429,3869
429,4660
429,4290
429,735
429,3330
429,1366
430,3046
430,3864
430,676
430,3870
430,3500
430,3617
431,2132
431,555
431,4273
431,2551
432,4310
432,1241
432,806
432,1940
432,1508
432,3152
432,2287
432,3428
432,3845
432,4545
433,2337
433,1408
433,1424
434,2242
434,2241
434,4656
434,2026
434,2350
434,3239
435,3203
435,3734
435,557
435,4129
435,2554
435,2426
435,1974
435,3242
435,4092
435,1632
436,4749
436,3064
436,2560
436,4917
436,2095
436,1418
436,3063
436,4840
436,3837
437,3275
437,2260
437,4345
437,4287
438,4456
438,3988
438,1802
